master_evidence_id,record_type,source_package_or_file,internal_id,source_id,topic_or_area,stage_or_layer,fact_or_finding,product_implication_or_interpretation,evidence_quality_or_status,evidence_ref,date_packaged
RF-EVID-0473,review_or_complaint,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,R005,S005,patient experience / diagnostic identification workflow,unknown,Refused to listen properly.,see linked quote/case product implication,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/reviews_or_complaints.csv::R005,2026-05-30
RF-EVID-0474,review_or_complaint,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,R006,S006,patient experience / diagnostic identification workflow,unknown,Not even meeting me.,see linked quote/case product implication,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/reviews_or_complaints.csv::R006,2026-05-30
RF-EVID-0475,review_or_complaint,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,R007,S007,patient experience / diagnostic identification workflow,unknown,No one had told me initially.,see linked quote/case product implication,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/reviews_or_complaints.csv::R007,2026-05-30
RF-EVID-0476,review_or_complaint,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,R008,S018,patient experience / diagnostic identification workflow,unknown,Too many women worry about endometriosis.,see linked quote/case product implication,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/reviews_or_complaints.csv::R008,2026-05-30
RF-EVID-0477,review_or_complaint,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,R009,S019,patient experience / diagnostic identification workflow,unknown,Normal part of womanhood.,see linked quote/case product implication,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/reviews_or_complaints.csv::R009,2026-05-30
RF-EVID-0478,review_or_complaint,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,R010,S020,patient experience / diagnostic identification workflow,unknown,Finally had answers after 27 years.,see linked quote/case product implication,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/reviews_or_complaints.csv::R010,2026-05-30
RF-EVID-0479,review_or_complaint,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,R011,S021,patient experience / diagnostic identification workflow,unknown,I wasn’t given any further information.,see linked quote/case product implication,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/reviews_or_complaints.csv::R011,2026-05-30
RF-EVID-0480,review_or_complaint,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,R012,S022,patient experience / diagnostic identification workflow,unknown,I wasn’t even examined.,see linked quote/case product implication,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/reviews_or_complaints.csv::R012,2026-05-30
RF-EVID-0481,review_or_complaint,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,R013,S023,patient experience / diagnostic identification workflow,unknown,Too young to have cancer.,see linked quote/case product implication,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/reviews_or_complaints.csv::R013,2026-05-30
RF-EVID-0482,review_or_complaint,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,R014,S025,patient experience / diagnostic identification workflow,unknown,Why would you come to A&E for back pain?,see linked quote/case product implication,low-medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/reviews_or_complaints.csv::R014,2026-05-30
RF-EVID-0483,review_or_complaint,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,R015,S026,patient experience / diagnostic identification workflow,unknown,I felt like I was going crazy.,see linked quote/case product implication,low-medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/reviews_or_complaints.csv::R015,2026-05-30
RF-EVID-0484,review_or_complaint,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,R016,S027,patient experience / diagnostic identification workflow,unknown,Health workers’ poor attitude is another major issue.,see linked quote/case product implication,low,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/reviews_or_complaints.csv::R016,2026-05-30
RF-EVID-0485,review_or_complaint,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,R017,S037,patient experience / diagnostic identification workflow,unknown,Gave me time whilst he listened.,see linked quote/case product implication,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/reviews_or_complaints.csv::R017,2026-05-30
RF-EVID-0486,review_or_complaint,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,R018,S038,patient experience / diagnostic identification workflow,unknown,"Whole person, not just the pain.",see linked quote/case product implication,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/reviews_or_complaints.csv::R018,2026-05-30
RF-EVID-0487,review_or_complaint,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,R019,S039,patient experience / diagnostic identification workflow,unknown,I always felt listened to.,see linked quote/case product implication,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/reviews_or_complaints.csv::R019,2026-05-30
RF-EVID-0488,metric,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,M001,S013,,,delay from positive histology to action,,high,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/statistics_or_metrics.csv::M001,2026-05-30
RF-EVID-0489,metric,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,M002,S011,,,delay before metastatic cancer diagnosis,,high,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/statistics_or_metrics.csv::M002,2026-05-30
RF-EVID-0490,metric,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,M003,S018,,,symptom tracking before endometriosis diagnosis,,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/statistics_or_metrics.csv::M003,2026-05-30
RF-EVID-0491,metric,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,M004,S020,,,endometriosis diagnostic delay,,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/statistics_or_metrics.csv::M004,2026-05-30
RF-EVID-0492,metric,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,M005,S022,,,blood in stool to bowel cancer diagnosis,,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/statistics_or_metrics.csv::M005,2026-05-30
RF-EVID-0493,metric,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,M006,S025,,,severe back pain to rare cancer diagnosis,,low-medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/statistics_or_metrics.csv::M006,2026-05-30
RF-EVID-0494,fact,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,F001,S029,complaint mining,complaint mining,"Patient complaints can reveal diagnosis-related safety concerns including return visits, interpersonal issues, and diagnostic testing problems.",,high,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/facts.csv::F001,2026-05-30
RF-EVID-0495,fact,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,F002,S011,continuity failure,continuity failure,"HSSIB found delayed diagnosis risk in GP practices can involve repeated contacts, continuity gaps, and IT limitations.",,high,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/facts.csv::F002,2026-05-30
RF-EVID-0496,fact,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,F003,S015,result follow-up,result follow-up,HDC guidance emphasizes responsibility for follow-up of abnormal test results and patient communication.,,high,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/facts.csv::F003,2026-05-30
RF-EVID-0497,fact,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,F004,S036,patient/family escalation,patient/family escalation,"Martha’s Rule creates a rapid review route when patients, families, or carers feel deterioration concerns are not being answered.",,high,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/facts.csv::F004,2026-05-30
RF-EVID-0498,fact,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,F005,S031,diagnostic error,diagnostic error,Emergency departments are a recognized setting for diagnostic error and delayed/missed diagnosis research.,,high,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/facts.csv::F005,2026-05-30
RF-EVID-0499,fact,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,F006,S032,invalidation harm,invalidation harm,Symptom invalidation in difficult-to-diagnose chronic conditions can cause lasting psychological and care-seeking harms.,,high,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/facts.csv::F006,2026-05-30
RF-EVID-0500,fact,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,F007,S024,younger bowel cancer delay,younger bowel cancer delay,Bowel Cancer UK reports repeated GP visits and family-history gaps among younger bowel-cancer diagnostic experiences.,,medium,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/facts.csv::F007,2026-05-30
RF-EVID-0501,fact,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,F008,S028,cancer diagnostic delay,cancer diagnostic delay,"South India cancer-delay study identified patient, family, practitioner, and system-level delay factors including access and referral barriers.",,high,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/facts.csv::F008,2026-05-30
RF-EVID-0502,fact,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,F009,S033,telehealth limitation,telehealth limitation,Virtual care diagnostic safety depends on recognizing physical examination limitations and ensuring in-person alternatives.,,high,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/facts.csv::F009,2026-05-30
RF-EVID-0503,fact,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,F010,S013,abnormal result not followed up,abnormal result not followed up,A positive prostate cancer histology result was not actioned for about six months due to shared-system understanding gaps.,,high,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::02_extracted_evidence/facts.csv::F010,2026-05-30
RF-EVID-0504,flow_map,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,FM01,,triage downgrade if complex but stable; pre-triage queue; prior visits not visible,,Arrival -> registration -> triage RN applies ESI decision A/B/C/D -> waiting/treatment area -> provider assessment -> labs/imaging/consults -> disposition,,high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::04_topic_outputs/diagrams_or_flows/flow_maps.csv::FM01,2026-05-30
